"","Status","Score","Match_type","Side","Match_addr","ARC_Street","File_","Directory","Full_Link","Quick_Link","Date_","Location","Back_of_Sh","Job_Catego","Hyperlink","Leak_Numbe","Leak_Num_Y","Leak_Class","POINT_X","POINT_Y","lon","lat"
"4473","M",100,"A","L","341 BRUCE ST","341 Bruce St.","DOC122211-008.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-008.tif","DOC122211-008.tif",2011-12-15,"341 Bruce St.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-008.tif",NA,NA,0,-8472684,5319115,-76.11141,43.04691
"4474","M",100,"A","R","334 BRUCE ST","334 Bruce St.","DOC122211-009.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-009.tif","DOC122211-009.tif",2011-12-15,"334 Bruce St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-009.tif",NA,NA,0,-8472702,5319143,-76.11158,43.04709
"4475","M",100,"A","R","130 ELMWOOD AVE","130 Elmwood Ave.","DOC122211-010.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-010.tif","DOC122211-010.tif",2011-12-15,"130 Elmwood Ave.",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-010.tif",NA,NA,0,-8478434,5314716,-76.16307,43.01803
"4476","M",85,"A",NA,"E FAYETTE ST & BANK ST","E Fayette St. & Bank Alley","DOC122211-011.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-011.tif","DOC122211-011.tif",2011-12-15,"E Fayette St. & Bank Alley",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-011.tif","269","2011",0,-8477144,5319386,-76.15148,43.04869
"4477","M",85,"A",NA,"E FAYETTE ST & BANK ST","E Fayette St. & Bank Alley","DOC122211-012.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-012.tif","DOC122211-012.tif",2011-12-15,"E Fayette St. & Bank Alley",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-012.tif","268","2011",0,-8477144,5319386,-76.15148,43.04869
"4478","M",100,"A","R","250 W ADAMS ST","250  West Adams St.","DOC122211-014.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-014.tif","DOC122211-014.tif",2011-12-14,"250  West Adams St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-014.tif","266","2011",0,-8477402,5318438,-76.1538,43.04247
"4479","M",100,"A","L","151 CLYDE AVE","151 Clyde Ave.","DOC122211-015.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-015.tif","DOC122211-015.tif",2011-12-14,"151 Clyde Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-015.tif",NA,NA,0,-8478266,5315288,-76.16156,43.02178
"4480","M",100,"A","R","508 FELLOWS AVE","508 Fellows Ave.","DOC122211-016.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-016.tif","DOC122211-016.tif",2011-12-14,"508 Fellows Ave.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-016.tif","267","2011",0,-8473097,5317390,-76.11513,43.03558
"4481","M",100,"A","R","300 LENNOX AVE","300 Lennox Ave.","DOC122211-017.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-017.tif","DOC122211-017.tif",2011-12-14,"300 Lennox Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-017.tif",NA,NA,0,-8473232,5317388,-76.11634,43.03557
"4482","M",100,"A","L","501 COURT ST","501 Court St.","DOC122211-019.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-019.tif","DOC122211-019.tif",2011-12-13,"501 Court St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-019.tif",NA,NA,0,-8477795,5322590,-76.15733,43.06972
"4483","M",100,"A","L","127 SEELEY RD","127 Seeley Rd.","DOC122211-020.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-020.tif","DOC122211-020.tif",2011-12-13,"127 Seeley Rd.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-020.tif","265","2011",0,-8471860,5320070,-76.10402,43.05318
"4484","M",100,"A","R","508 WESTCOTT ST","508 Westcott St.","DOC122211-021.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-021.tif","DOC122211-021.tif",2011-12-13,"508 Westcott St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-021.tif",NA,NA,0,-8473573,5318266,-76.1194,43.04134
"4485","M",100,"A","R","118 PETERS ST","118 Peters St.","DOC122211-022.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-022.tif","DOC122211-022.tif",2011-12-13,"118 Peters St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-022.tif",NA,NA,0,-8476511,5321309,-76.1458,43.06131
"4486","M",100,"A","R","250 UNIVERSITY PL","250 University Pl.","DOC122211-023.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-023.tif","DOC122211-023.tif",2011-12-13,"250 University Pl.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-023.tif","264","2011",0,-8475369,5317965,-76.13553,43.03936
"4487","M",100,"A","R","510 WESTCOTT ST","510 Westcott St.","DOC122211-024.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-024.tif","DOC122211-024.tif",2011-12-13,"510 Westcott St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-024.tif",NA,NA,0,-8473573,5318261,-76.1194,43.0413
"4488","M",100,"A","L","1123 BURNET AVE","1123 Burnet Ave.","DOC122211-026.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-026.tif","DOC122211-026.tif",2011-12-12,"1123 Burnet Ave.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-026.tif",NA,NA,0,-8474116,5320149,-76.12428,43.0537
"4489","M",100,"A","R","440 WILKINSON ST","440 Wilkinson St.","DOC122211-027.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-027.tif","DOC122211-027.tif",2011-12-12,"440 Wilkinson St.",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-027.tif",NA,NA,0,-8478987,5319743,-76.16804,43.05103
"4490","T",100,"A","R","112 JOSEPHINE ST","112 Josephine St.","DOC122211-028.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-028.tif","DOC122211-028.tif",2011-12-12,"112 Josephine St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-028.tif",NA,NA,0,-8476549,5321202,-76.14613,43.06061
"4491","M",100,"A",NA,"BASIN ST & SUNSET AVE","Basin St. & Sunset Ave.","DOC122211-029.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-029.tif","DOC122211-029.tif",2011-12-12,"Basin St. & Sunset Ave.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-029.tif","263","2011",0,-8477965,5321822,-76.15886,43.06468
"4492","T",85,"A",NA,"SEELEY RD & MOUNTAINVIEW AVE","Seeley Ave & Mountainview Ave.","DOC122211-030.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC122211-030.tif","DOC122211-030.tif",2011-12-12,"Seeley Ave & Mountainview Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC122211-030.tif","262","2011",0,-8471840,5319665,-76.10384,43.05052
"4493","M",100,"A","L","159 CROLY ST","159 Croly St.","DOC010412-002.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-002.tif","DOC010412-002.tif",2011-12-30,"159 Croly St.",NA,"Leak Investigation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-002.tif","276","2011",0,-8472824,5319459,-76.11268,43.04917
"4494","M",100,"A","R","1500 COURT ST","1500 Court St","DOC010412-003.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-003.tif","DOC010412-003.tif",2011-12-30,"1500 Court St",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-003.tif","277","2011",0,-8476589,5323887,-76.1465,43.07823
"4495","M",100,"A","R","310 CORTLAND AVE","310 Cortland Ave","DOC010412-005.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-005.tif","DOC010412-005.tif",2011-12-29,"310 Cortland Ave",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-005.tif",NA,NA,0,-8477226,5317101,-76.15222,43.03369
"4496","M",100,"A","R","106 BLAINE ST","106 Blaine St","DOC010412-006.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-006.tif","DOC010412-006.tif",2011-12-29,"106 Blaine St",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-006.tif",NA,NA,0,-8477266,5317048,-76.15258,43.03334
"4497","M",100,"A","R","316 CORTLAND AVE","316 Cortland Ave","DOC010412-007.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-007.tif","DOC010412-007.tif",2011-12-29,"316 Cortland Ave",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-007.tif",NA,NA,0,-8477234,5317080,-76.15229,43.03355
"4498","M",75,"A","L","103 OXFORD ST","103 Oxford Ave.","DOC010412-009.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-009.tif","DOC010412-009.tif",2011-12-28,"103 Oxford Ave.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-009.tif",NA,NA,0,-8477220,5317142,-76.15216,43.03396
"4499","M",100,"A",NA,"OXFORD ST & CORTLAND AVE","Oxford St. & Cortland Ave.","DOC010412-010.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-010.tif","DOC010412-010.tif",2011-12-28,"Oxford St. & Cortland Ave.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-010.tif",NA,NA,0,-8477204,5317136,-76.15202,43.03392
"4500","M",85,"A",NA,"NORTH AVE & BEACON RD","North Ave. & Beacon St.","DOC010412-012.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-012.tif","DOC010412-012.tif",2011-12-27,"North Ave. & Beacon St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-012.tif",NA,NA,0,-8472961,5323212,-76.1139,43.0738
"4501","M",100,"A","L","339 NORWOOD AVE","339 Norwood Ave.","DOC010412-016.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-016.tif","DOC010412-016.tif",2011-12-26,"339 Norwood Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-016.tif","273","2011",0,-8472530,5323314,-76.11003,43.07447
"4502","M",100,"A","L","945 JAMESVILLE AVE","945 Jamesville Ave.","DOC010412-017.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-017.tif","DOC010412-017.tif",2011-12-24,"945 Jamesville Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-017.tif","272","2011",0,-8474706,5314660,-76.12958,43.01766
"4503","M",100,"A","R","304 HERRIMAN ST","304 Herriman St.","DOC010412-019.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-019.tif","DOC010412-019.tif",2011-12-23,"304 Herriman St.",NA,"Cleanup/Restoration","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-019.tif",NA,NA,0,-8480003,5317527,-76.17716,43.03648
"4504","M",77,"A","L","201 HILLSDALE AVE","201 Hillside Ave.","DOC010412-020.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-020.tif","DOC010412-020.tif",2011-12-23,"201 Hillside Ave.",NA,"General Excavation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-020.tif",NA,NA,0,-8472361,5322053,-76.10852,43.06619
"4505","M",100,"A","L","1115 EUCLID AVE","1115 Euclid Ave.","DOC010412-021.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-021.tif","DOC010412-021.tif",2011-12-23,"1115 Euclid Ave.",NA,"General Excavation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-021.tif",NA,NA,0,-8473078,5317616,-76.11495,43.03707
"4506","M",100,"A","R","100 E FAYETTE ST","100 E Fayette St","DOC010412-023.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-023.tif","DOC010412-023.tif",2011-12-22,"100 E Fayette St",NA,"Cleanup/Restoration","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-023.tif",NA,NA,0,-8477225,5319379,-76.1522,43.04865
"4507","M",75,"A","R","700 EMERSON AVE","700 Emerson St.","DOC010412-024.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-024.tif","DOC010412-024.tif",2011-12-22,"700 Emerson St.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-024.tif",NA,NA,0,-8481270,5320304,-76.18855,43.05472
"4508","M",100,"A","R","216 DEWITT RD","216 Dewitt Rd.","DOC010412-025.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-025.tif","DOC010412-025.tif",2011-12-22,"216 Dewitt Rd.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-025.tif",NA,NA,0,-8469453,5317762,-76.08239,43.03803
"4509","M",100,"A","R","114 BEECHER ST","114 Beecher St.","DOC010412-026.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-026.tif","DOC010412-026.tif",2011-12-22,"114 Beecher St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-026.tif",NA,NA,0,-8476123,5321073,-76.14231,43.05977
"4510","M",100,"A","L","107 MCALLISTER AVE","107 McAllister Ave","DOC010412-028.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-028.tif","DOC010412-028.tif",2011-12-21,"107 McAllister Ave",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-028.tif",NA,NA,0,-8476264,5315377,-76.14358,43.02237
"4511","M",100,"A","R","1120 BELLEVUE AVE","1120-1122 Bellevue Ave.","DOC010412-029.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-029.tif","DOC010412-029.tif",2011-12-21,"1120-1122 Bellevue Ave.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-029.tif",NA,NA,0,-8479546,5316992,-76.17306,43.03298
"4512","M",100,"A","R","250 HICKOK AVE","250 Hickok Ave.","DOC010412-030.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-030.tif","DOC010412-030.tif",2011-12-21,"250 Hickok Ave.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-030.tif",NA,NA,0,-8472955,5321848,-76.11385,43.06485
"4513","M",100,"A","R","304 HERRIMAN ST","304 Herriman St.","DOC010412-031.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-031.tif","DOC010412-031.tif",2011-12-21,"304 Herriman St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-031.tif","271","2011",0,-8480003,5317527,-76.17716,43.03648
"4514","M",85,"A",NA,"E FAYETTE ST & BANK ST","E Fayette St. & Bank Alley","DOC010412-033.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-033.tif","DOC010412-033.tif",2011-12-20,"E Fayette St. & Bank Alley",NA,"Cleanup/Restoration","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-033.tif",NA,NA,0,-8477144,5319386,-76.15148,43.04869
"4515","T",71,"A",NA,"E MATSON AVE & S SALINA ST","Matson St. & South Salina St.","DOC010412-034.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-034.tif","DOC010412-034.tif",2011-12-20,"Matson St. & South Salina St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-034.tif","270","2011",0,-8476059,5314007,-76.14173,43.01337
"4516","M",100,"A","L","201 STRONG AVE","201 Strong Ave.","DOC010412-036.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-036.tif","DOC010412-036.tif",2011-12-19,"201 Strong Ave.",NA,"General Excavation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-036.tif",NA,NA,0,-8473285,5317593,-76.11681,43.03692
"4517","M",85,"A",NA,"SEELEY RD & DELRAY AVE","Seeley Ave & Delray Ave.","DOC010412-037.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-037.tif","DOC010412-037.tif",2011-12-19,"Seeley Ave & Delray Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-037.tif",NA,NA,0,-8471832,5319545,-76.10377,43.04973
"4518","M",100,"A","L","207 TIOGA ST","207 Tioga St.","DOC010412-038.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-038.tif","DOC010412-038.tif",2011-12-19,"207 Tioga St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-038.tif",NA,NA,0,-8478479,5319053,-76.16347,43.0465
"4519","M",100,"A","L","203 MARCELLUS ST","203 Marcellus St.","DOC010412-039.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-039.tif","DOC010412-039.tif",2011-12-19,"203 Marcellus St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-039.tif",NA,NA,0,-8478143,5319167,-76.16046,43.04725
"4520","M",100,"A","R","420 SPENCER ST","420-422 Spencer St.","DOC010412-040.tif","S:\WORKSHEETS\Worksheets_2011-12","S:\WORKSHEETS\Worksheets_2011-12\DOC010412-040.tif","DOC010412-040.tif",2011-12-19,"420-422 Spencer St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-12\DOC010412-040.tif",NA,NA,0,-8478529,5320731,-76.16392,43.05752
"4521","M",47,"A","R","200 ADAMS ST","Adams St","DOC080411-029.tif","S:\WORKSHEETS\Worksheets_2004-5","S:\WORKSHEETS\Worksheets_2004-5\DOC080411-029.tif","DOC080411-029.tif",2004-04-26,"Adams St",NA,"Change Piping Layout","\\water-server3\waterdept\WORKSHEETS\Worksheets_2004-5\DOC080411-029.tif",NA,NA,0,-8475925,5318498,-76.14053,43.04286
"4522","M",75,"A","R","122 HIGHBRIDGE ST","122 Highbridge Drive","DOC110911-012.tif","S:\WORKSHEETS\Worksheets_2011-10","S:\WORKSHEETS\Worksheets_2011-10\DOC110911-012.tif","DOC110911-012.tif",2011-10-26,"122 Highbridge Drive",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-10\DOC110911-012.tif","242","2011",0,-8482339,5316106,-76.19815,43.02715
"4523","T",75,"A","L","317 BUTTERNUT DR","317 Butternut Ave","DOC070111-017.tif","S:\WORKSHEETS\Worksheets_2007-8","S:\WORKSHEETS\Worksheets_2007-8\DOC070111-017.tif","DOC070111-017.tif",2007-08-08,"317 Butternut Ave",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-8\DOC070111-017.tif",NA,NA,0,-8477038,5320854,-76.15052,43.05833
"4524","M",40,"A",NA,"CLARET CIR","Claredon Heights Apts","DOC072511-093.tif","S:\WORKSHEETS\Worksheets_2006-12","S:\WORKSHEETS\Worksheets_2006-12\DOC072511-093.tif","DOC072511-093.tif",2006-12-31,"Claredon Heights Apts",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2006-12\DOC072511-093.tif",NA,NA,0,-8475014,5316123,-76.13235,43.02727
"4525","M",75,"A",NA,"JAMESVILLE TER","Jamesville Ave","DOC063011-026.tif","S:\WORKSHEETS\Worksheets_2007-7","S:\WORKSHEETS\Worksheets_2007-7\DOC063011-026.tif","DOC063011-026.tif",2007-07-12,"Jamesville Ave",NA,"Main Installation/Replacement","\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-7\DOC063011-026.tif",NA,NA,0,-8475354,5315724,-76.1354,43.02465
"4526","M",75,"A",NA,"JAMESVILLE TER","Jamesville Ave","DOC070111-012.tif","S:\WORKSHEETS\Worksheets_2007-8","S:\WORKSHEETS\Worksheets_2007-8\DOC070111-012.tif","DOC070111-012.tif",2007-08-06,"Jamesville Ave",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-8\DOC070111-012.tif",NA,NA,0,-8475354,5315724,-76.1354,43.02465
"4527","M",65,"A","R","400 SMITH AVE","400 Summit Ave","DOC102611-024.tif","S:\WORKSHEETS\Worksheets_2011-10","S:\WORKSHEETS\Worksheets_2011-10\DOC102611-024.tif","DOC102611-024.tif",2011-10-17,"400 Summit Ave",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-10\DOC102611-024.tif",NA,NA,0,-8478732,5315555,-76.16575,43.02353
"4528","M",75,"A","R","306 JAMESVILLE RD","306 Jamesville Ave","DOC063011-020.tif","S:\WORKSHEETS\Worksheets_2007-7","S:\WORKSHEETS\Worksheets_2007-7\DOC063011-020.tif","DOC063011-020.tif",2007-07-10,"306 Jamesville Ave",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-7\DOC063011-020.tif",NA,NA,0,-8475325,5315615,-76.13514,43.02393
"4529","T",52,"A","L","307 JAMESVILLE RD","345-355 Jamesville Rd.","DOC120211-007.tif","S:\WORKSHEETS\Worksheets_2011-11","S:\WORKSHEETS\Worksheets_2011-11\DOC120211-007.tif","DOC120211-007.tif",2011-11-23,"345-355 Jamesville Rd.",NA,"Hydrant Removal","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-11\DOC120211-007.tif",NA,NA,0,-8475282,5315563,-76.13476,43.02359
"4530","M",77,"A",NA,"S WILLOW ST","West Willow St","DOC080311-114.tif","S:\WORKSHEETS\Worksheets_2004-3","S:\WORKSHEETS\Worksheets_2004-3\DOC080311-114.tif","DOC080311-114.tif",2004-03-05,"West Willow St",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2004-3\DOC080311-114.tif","124","2004",0,-8477463,5319954,-76.15435,43.05242
"4531","M",100,"A","R","200 MITCHELL AVE","200 Mitchell Ave.","DOC110911-020.tif","S:\WORKSHEETS\Worksheets_2011-10","S:\WORKSHEETS\Worksheets_2011-10\DOC110911-020.tif","DOC110911-020.tif",2011-10-25,"200 Mitchell Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-10\DOC110911-020.tif",NA,"2011",0,-8479213,5313625,-76.17007,43.01086
"4532","M",37,"A","L","131 CLAREWOOD DR","131 Claredon St.","DOC061411-030.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-030.tif","DOC061411-030.tif",2009-06-10,"131 Claredon St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-030.tif",NA,NA,0,-8474482,5317760,-76.12757,43.03801
"4533","T",57,"A",NA,"OLD ERIE CANAL","Old Airbase","DOC080411-017.tif","S:\WORKSHEETS\Worksheets_2004-5","S:\WORKSHEETS\Worksheets_2004-5\DOC080411-017.tif","DOC080411-017.tif",2004-05-06,"Old Airbase",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2004-5\DOC080411-017.tif",NA,NA,0,-8475985,5334064,-76.14107,43.14497
"4534","T",100,"A",NA,"OFF","off Rt. 174","DOC092611-023.tif","S:\WORKSHEETS\Worksheets_2011-9","S:\WORKSHEETS\Worksheets_2011-9\DOC092611-023.tif","DOC092611-023.tif",2011-09-12,"off Rt. 174",NA,"Conduit Repairs","\\water-server3\waterdept\WORKSHEETS\Worksheets_2011-9\DOC092611-023.tif","205","2011",0,-8489141,5308808,-76.25925,42.97921
"4535","T",56,"A",NA,"OFF","East Of Rt. 81","DOC062011-153.tif","S:\WORKSHEETS\Worksheets_2010-2","S:\WORKSHEETS\Worksheets_2010-2\DOC062011-153.tif","DOC062011-153.tif",2010-02-23,"East Of Rt. 81",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2010-2\DOC062011-153.tif",NA,"2010",0,-8475882,5316187,-76.14014,43.02768
